Khu vực,Địa chỉ,Tên đơn vị,Quận/Huyện,Địa chỉ đầy đủ,Mã BĐS,Tiêu đề,Khoảng cách,Giá (tỷ)
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, TPHCM",22500698,"Siêu rẻ chỉ 1 căn duy nhất chỉ 2 tỷ 195 tr vào ở ngay căn hộ 88m2,3pn",4.76568,2.195
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Phổ Quang, Phường 9, Quận Phú Nhuận, TPHCM",22500691,Cho đi gấp CĂN HỘ 3PN TẠI KHU SÂN BAY - GOLDEN MANSION - Căn hộ 3PN2WC,4.828422,2.235
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",22500689,"[CẦN BÁN] Căn hộ Orchard Parkview - 130 Hồng Hà, P.9, Quận Phú Nhuận.",4.764447,2.475
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",22500679,BÁN [ORCHARD GARDEN CĂN GÓC] CÓ SỔ HỒNG Quận Phú Nhuận Diện tích: 98m2,4.552088,2.66
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Trương Quốc Dung, Phường 8, Quận Phú Nhuận, TPHCM",22495733,"Cần tiền kinh doanh bán căn hộ chung cư Newton Residence, Phú Nhuận",4.951883,1.695
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",22495732,"LIÊN HỆ XEM NGAY CH Orchard Parkview, PN 83m2 giá còn 1,47 tỷ SHR",5.694402,1.47
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Phổ Quang, Phường 9, Quận Phú Nhuận, TPHCM",22495731,"KẸT TIỀN BÁN LỖ CH Golden Mansion, PN 65m2 giá chỉ còn 1,58 tỷ",5.572117,1.58
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Trương Quốc Dung, Phường 8, Quận Phú Nhuận, TPHCM",22495690,"Bán căn hộ chung cư cao cấp Toà nhà Newton Residence, Phú Nhuận",5.798783,1.59
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",22494821,CHẤN ĐỘNG ĐỊA CẦU bán chcc Orchard Garden Phú Nhuận 2PN2WC 73m² 2ty120,5.113594,2.12
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận, TPHCM",22494824,"Cần bán căn hộ chung cư cao cấp Kingston Residence, Phú Nhuận 1 tỷ 682",5.554227,1.682
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Phổ Quang, Phường 9, Quận Phú Nhuận, TPHCM",22503168,"THANH LÝ GẤP CH Golden Mansion, PN 68m2 giá cực tốt 1,69 tỷ",5.277543,1.69
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, TPHCM",22510270,"Bán gấp Cao Ốc Phú Nhuận 20 Hoàng Minh Giám. DT 122m2, 3P, Giá 5,4 tỷ",3.428232,5.4
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Nguyễn Thượng Hiền, Phường 5, Quận Phú Nhuận, TPHCM",22510236,"Bán gấp CC Botanic Nguyễn Thượng Hiền Q.PN. DT 95m2 3P, 4,65T",3.011057,4.65
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, TPHCM",22509321,"Bán gấp Cao Ốc Phú Nhuận 20 Hoàng Minh Giám. DT 122m2, 3P. Giá 5,4 tỷ",3.140047,5.489
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Hoàng Văn Thụ, Phường 9, Quận Phú Nhuận, TPHCM",22494660,VỀ QUÊ BÁN GẤP CHCC Pearl Tower Phú Nhuận 74m² giá 2PN 2WC giá 1tỷ520,6.41639,1.52
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Trương Quốc Dung, Phường 8, Quận Phú Nhuận, TPHCM",22494701,CHUYỂN NHƯỢNG BÁN GẤP CHCC Newton Phú Nhuận 68m² giá 1tỷ490 2PN SHR,5.545646,1.49
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, TPHCM",22494664,XOAY VỐN BÁN CHCC Garden Gate Phú Nhuận 68m² giá 1tỷ 440 sổ riêng TL,6.484635,1.44
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Phổ Quang, Phường 9, Quận Phú Nhuận, TPHCM",22493934,VỠ NỢ BÁN GẤP CHCC Golden Mansion Phú Nhuận 76m² giá 1tỷ850 2PN SHR,6.135016,1.85
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",22494321,"BÁN GẤP CHCC Orchard Garden,PN,74m2,2PN,2WC,1tỷ695,NTCB,PLRR,new 80%",5.183445,1.695
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",22492197,Con cái thất học bán gấp căn hộ CCCC Orchard Garden PN 1 tỷ 810 triệu,5.738439,1.81
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận, TPHCM",22494373,"GIẤY TỜ ĐẦY ĐỦ CH Kingston Residence, PN 68m2 giá siêu ưu đãi 1,77 tỷ",5.478226,1.77
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Nguyễn Văn Trỗi, Phường 15, Quận Phú Nhuận, TPHCM",22494377,"TRẢ NỢ NGÂN HÀNG bán lỗ CH THE PRINCE RESIDENCE, PN 63m2 giá 1,33 tỷ",6.144742,1.33
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, TPHCM",22494390,"LỘC ĐẦU NĂM bán CH GARDEN GATE, PN 70m2 giá siêu ưu đãi 1,97 tỷ",4.514955,1.97
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",22494403,"LIÊN HỆ XEM NGAY CH Orchard Parkview, PN 83m2 giá còn 1,47 tỷ SHR",6.195803,1.47
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Trương Quốc Dung, Phường 8, Quận Phú Nhuận, TPHCM",22494455,"THANH LÝ GIÁ MỀM CH Newton Residence, PN 65m2 còn lại 1,72 tỷ SHR",6.132251,1.72
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",22494460,"ĐỊNH CƯ ÚC bán CH ORCHARD GARDEN, PN 67m2 giá chỉ 1,46 tỷ SHR",5.449167,1.46
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Phổ Quang, Phường 9, Quận Phú Nhuận, TPHCM",22494363,"KẸT TIỀN BÁN LỖ CH Golden Mansion, PN 65m2 giá chỉ còn 1,58 tỷ",4.940785,1.58
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Trương Quốc Dung, Phường 8, Quận Phú Nhuận, TPHCM",22494706,"Thiếu tiền kinh doanh bán gấp căn hộ chung cư Newton Residence, PN",5.697011,1.65
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",22492440,Chủ nhà cần tiền gửi bán nhanh bán ngộp căn hộ Orchard Park View,5.134586,1.752
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận, TPHCM",22494097,"Kẹt tiền bán gấp căn hộ chung cư Kingston Residence, Quận Phú Nhuận",5.27259,1.587
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Trương Quốc Dung, Phường 8, Quận Phú Nhuận, TPHCM",22494320,"Chuyển công tác nên bán căn hộ chung cư Newton Residence, Phú Nhuận",5.852712,1.52
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, TPHCM",22500226,"Bán gấp Cao Ốc Phú Nhuận 20 Hoàng Minh Giám. DT 122m2, 3P, Giá 5,49 ty",3.70856,5.489
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, TPHCM",22498779,"Bán CH Cao Ốc PN 122m2, 3PN,góc,tặng NT,SH. Ko đăng giá ảo: 5.49 tỷ TL",2.980576,5.49
Quận Phú Nhuận,"72 Đ. Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",đăng khoa,Quận Phú Nhuận,"Phổ Quang, Phường 9, Quận Phú Nhuận, TPHCM",22417448,"Bán nhanh căn hộ 2PN Golden Mansion, Phú Nhuận, 75m2, 2 tỷ 080, Có sổ",5.478518,2.08
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Tô Hiến Thành, Phường 14, Quận 10, TPHCM",22514960,SỞ HỮU NGAY CĂN HỘ Saigon Village Q10 74m² giá 1tỷ430 2PN vào ở liền,5.42553,1.43
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Lý Thường Kiệt, Phường 14, Quận 10, TPHCM",22510579,"Bán căn hộ chung cư cao cấp Xi Grand Court, 284 Lý Thường Kiệt, P.14,",5.272176,1.75
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Lý Thường Kiệt, Phường 14, Quận 10, TPHCM",22510575,"XUẤT KHẨU LAO ĐỘNG BÁN CH Xi Grand Court Q10, 77m2 giá tốt 2,04 tỷ",5.125229,2.04
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Thành Thái, Phường 14, Quận 10, TPHCM",22510586,"CẦN bán gấp CH RIVEIRA PARK SG Q10, 75m2 giá tốt 2,23 tỷ",4.799669,2.23
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Tô Hiến Thành, Phường 14, Quận 10, TPHCM",22510603,"Thanh lý CH KINGDOM 101 Q10, 68m2 giá mềm 2,15 tỷ shr đầy đủ",4.487878,2.15
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Thành Thái, Phường 14, Quận 10, TPHCM",22510613,"SHR đầy đủ bán CH THIÊN NAM APARTMENT Q10, 65m2 giá mềm 1,35 tỷ",5.354045,1.35
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Nguyễn Kim, Phường 7, Quận 10, TPHCM",22510620,"XOAY VỐN ĐẦU TƯ bán CC NGUYỄN KIM Q10, 65m2 giá chỉ 1,43",5.67671,1.43
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Cao Thắng, Phường 12, Quận 10, TPHCM",22510631,"TẦNG CAO THOÁNG MÁT bán CH CHARMINGTON LA POINTE Q10, 70m2 giá 1,86 tỷ",5.511867,1.86
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",22511278,LỚN TUỔI BÁN NHÀ chcc Hà Đô Centrosa Q.10 60m² 1PN1WC giá 1ty340 SHRCC,5.958102,1.34
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",22511367,"Đi định cư nước ngoài bán nhanh căn hộ Hà Đô Centrosa, Quận 10 3 tỷ142",4.216156,3.142
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Lý Thường Kiệt, Phường 14, Quận 10, TPHCM",22511388,"Cần bán căn hộ Xi Grand Court, Lý Thường Kiệt Quận 10, 78m2, 2pn 2wc",5.457015,1.65
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",22507700,Cần bán căn hộ chung cư cao cấp Hà Đô Centrosa - 118 Đường 3/2 Q10 SHR,4.919842,1.905
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Nguyễn Kim, Phường 7, Quận 10, TPHCM",22507562,📣[ QUẬN 10 ] Chung Cư Nguyễn Kim 51m2 - 1PN - 1WC full nt 1 tỷ 535 tr,5.685194,1.535
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Tô Hiến Thành, Phường 14, Quận 10, TPHCM",22507339,🧧 KINGDOM101- Ở LIỀN Căn 78m2 - 2PN 2WC Gía 1 tỷ 720 triệu LH K.Vân,4.930324,1.72
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Thành Thái, Phường 14, Quận 10, TPHCM",22506346,"SANG TÊN NGAY CH Rivera Park SG 78m2 giá siêu tốt 2,29 tỷ",4.325982,2.29
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",22506027,Căn hộ HÀ ĐÔ CENTROSA -105M2 - tinh hoa của QUẬN 10 2PN 2 tỷ 130 triệu,4.283758,2.13
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Tô Hiến Thành, Phường 14, Quận 10, TPHCM",22506031,Chủ kẹt tiền cần bán gấp căn hộ Kingdom 101 78m2 - 2PN 2WC- 1 tỷ 855,4.846677,1.855
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Lý Thường Kiệt, Phường 14, Quận 10, TPHCM",22506055,"Chính chủ bán gấp căn hộ Xi Grand Court, Quận 10. Diện tích: 75m², 2PN",5.460523,1.725
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Lý Thường Kiệt, Phường 14, Quận 10, TPHCM",22507631,TRUNG TÂM QUẬN 10 SẦM UẤT Xi Grand Court Q10 giá 1tỷ440 2 phòng ngủ,5.31149,1.44
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Tô Hiến Thành, Phường 14, Quận 10, TPHCM",22503219,KINGDOM 101 CH CHUNG CƯ CAO CẤP - DT: 78m2 - 2pn2wc 1 tỷ 650 triệu SHR,5.337302,1.65
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Thành Thái, Phường 14, Quận 10, TPHCM",22503208,Chủ gấp bán - giá tốt cho KH THIỆN CHÍ CC ĐÀO DUY TỪ CHỈ 1TỶ950TR Q10,5.847331,1.95
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",22510658,☢️ 𝗛𝗔𝗗𝗢 𝗖𝗘𝗡𝗧𝗥𝗢𝗦𝗔 3/2 Quân 10 86m² giá 3tỷ155 bao hết phí,3.962259,3.155
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",22510901,🌿HADO CENTROSA - QUẬN 10🎄 bán nhanh căn hộ Giá 1tỷ 690 2PN+ 2WC 68m²,5.577914,1.69
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Lý Thường Kiệt, Phường 14, Quận 10, TPHCM",22510876,"Cần bán căn hộ Xi Grand Court, Lý Thường Kiệt Quận 10, 78m2, 2pn 2wc,",5.836234,1.65
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Thành Thái, Phường 14, Quận 10, TPHCM",22510324,SỞ HỮU NGAY CHCC King Center Q10 2PN giá 1tỷ350 72m² tặng kèm nội thất,6.021515,1.35
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",22503289,"Cần bán gấp căn hộ Centrosa Garden ,Quận10,67m2, 1tỷ220triệu",6.171585,1.22
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",22504329,BÁN GẤP -NHÀ 4 TẦNGDiện tích: 60m2 (4x15) 👉Kết cấu 4 tầng: trệt 2 lầu,6.141324,1.54
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Lý Thường Kiệt, Phường 14, Quận 10, TPHCM",22505249,căn hộ chung cư cao cấp Xi Grand Court Giá: 1 tỷ 775- Diện tích 93m2,4.663027,1.775
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",22502675,Chính chủ cần gửi bán căn hộ Hà Đô Centrosa Q10 giá chỉ 2 tỷ 390 triệu,4.51661,2.39
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Lý Thường Kiệt, Phường 14, Quận 10, TPHCM",22502966,Chuyển công tác bán căn hộ Xi Grand Court Q10 giá chỉ 2 tỷ 120 triệu,5.265272,2.12
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",22500346,Chính chủ cần bán gấp chung cư Hà Đô Centrosa Quận 10 giá 2 tỷ 490tr,4.375552,2.49
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Tô Hiến Thành, Phường 14, Quận 10, TPHCM",22506030,BÁN GẤP CHCC Sunshine Continental Quận 10 68m² giá 1tỷ790 2 phòng ngủ,5.536927,1.79
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Lý Thường Kiệt, Phường 14, Quận 10, TPHCM",22502196,"Bị giật hụi bán gấp CĂN HỘ XI GRAND COURT, 2PN, 2WC , 70M2 1 tỷ 815 tr",5.238015,1.815
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Thành Thái, Phường 14, Quận 10, TPHCM",22506071,Bán căn hộ 2PN Riva Park Quận 4 có sổ hồng tầng trung thoáng mát 73m²,4.270214,2.05
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Thành Thái, Phường 14, Quận 10, TPHCM",22505257,CHIA TÀI SẢN BÁN CHCC Đào Duy Từ 64m² giá 1tỷ140 2 phòng ngủ có sổ,6.166384,1.14
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Thành Thái, Phường 14, Quận 10, TPHCM",22499544,"Định cư nước ngoài bán căn hộ Rivera Park, Quận 10 giá 1 tỷ 542",5.451733,1.542
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Nguyễn Kim, Phường 7, Quận 10, TPHCM",22499539,"Chuyển công tác bán căn hộ chung cư Nguyễn Kim, Quận 10 giá 1 tỷ 430",5.490106,1.43
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Lý Thường Kiệt, Phường 14, Quận 10, TPHCM",22499531,"Về quê sống bán nhanh căn hộ Xi Grand Court, Quận 10 giá 1 tỷ 729 80m2",4.909972,1.729
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",22502251,THA THIẾT BÁN GẤP chcc Centrosa Q.10 60m² 1PN 1WC giá 1ty350 SHRCC,5.587027,1.35
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",22503650,CHỦ NHÀ THIỆN CHÍ BÁN chcc Tropic Garden Thảo Điền Q.2 86m² 2PN+ 1ty42,5.682043,1.42
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",22498756,SỞ HỮU NGAY CHCC HADO CENTROSA Q10 86m² giá 1tỷ750 2PN tặng kèm ntcb,5.14544,1.75
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Hòa Hảo, Phường 3, Quận 10, TPHCM",22514350,"Bán gấp CH Ngô Gia Tự Q10, 66m2, 2PN, 2WC, căn góc SH, Giá 2,85 tỷ",4.453951,2.85
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Sư Vạn Hạnh, Phường 12, Quận 10, TPHCM",22493154,Căn góc sư vạn hạnh 52m2/936tr full nt_chính chủ_vay 10 năm.O9O94474OI,5.840699,0.936
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Sư Vạn Hạnh, Phường 12, Quận 10, TPHCM",22491622,Góc sư vạn hạnh 51m2/908tr full nt_chính chủ_góp 0ls.O36-3I4-622O,6.184078,0.908
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Sư Vạn Hạnh, Phường 12, Quận 10, TPHCM",22488509,Căn góc sư vạn hạnh 52m2/918tr nt full cho góp.O36-3I4-622O,6.625511,0.918
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Đường 3/2, Phường 12, Quận 10, TPHCM",22494443,"Bán căn hộ Hà Đô đường 3/2, Quận 10; DT 87m2, 2 phòng ngủ, giá 6,9 tỷ",2.475313,6.9
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Cao Thắng, Phường 12, Quận 10, TPHCM",22494588,MUA NHANH BÁN LẸ CH Charmington La Point Q10 66m² giá 1tỷ380 sổ riêng,6.662255,1.38
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Lý Thường Kiệt, Phường 14, Quận 10, TPHCM",22493749,KẸT TIỀN BÁN GẤP CHCC Xì Grand Courrt Q10 68m² giá 1tỷ 850 sổ riêng,4.775749,1.85
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",22493947,MỚI Y HÌNH CHCC HaDo Centrosa Garden Q10 79m² giá 1tỷ890 2PN sổ riêng,5.358944,1.89
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",22493495,SỞ HỮU NGAY CHCC HADO CENTROSA Q10 86m² giá 1tỷ750 2PN tặng kèm ntcb,5.043656,1.75
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",22494308,Chính chủ cần bán gấp chung cư Hà Đô Centrosa Quận 10 giá 2 tỷ 155tr,5.048975,2.155
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",22491777,Chính chủ cần bán gấp chung cư Hà Đô Centrosa Quận 10 giá 2 tỷ 590tr,4.187954,2.59
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Tô Hiến Thành, Phường 14, Quận 10, TPHCM",22491324,Căng lắm rồi bán gấp căn hộ CC Kingdom 101 siêu rẻ chỉ 1 tỷ 610 triệu,4.938038,1.61
Quận 10,"	106 Nguyễn Giản Thanh, Phường 15, Quận 10",duy tân,Quận 10,"Ngô Gia Tự, Phường 2, Quận 10, TPHCM",22493331,Chỉ nhỉnh 2 tỷ. Lô góc tầng 6 CC Ngô Gia Tự. 60m2. 2Pn. Full nội thất,5.114108,2.9
